id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
0601,បារាយណ៍,Baray,baray-0601,0601,10,12.3892868,105.0789445
0602,កំពង់ស្វាយ,Kampong Svay,kampong-svay-0602,0602,11,12.7915777,104.8249107
0604,ប្រាសាទបល្ល័ង្គ,Prasat Ballangk,prasat-ballangk-0604,0604,7,12.9782682,104.941493
0605,ប្រាសាទសំបូរ,Prasat Sambour,prasat-sambour-0605,0605,5,12.8857488,105.0679436
0606,សណ្ដាន់,Sandan,sandan-0606,0606,9,13.1006423,105.245985
0607,សន្ទុក,Santuk,santuk-0607,0607,10,12.5628043,105.049388
0608,ស្ទោង,Stoung,stoung-0608,0608,13,12.9389734,104.5716049
0603,ស្ទឹងសែន,Stueng Saen,stueng-saen-0603,0603,8,12.7126242,104.8891082
0609,តាំងគោក,Tang Kouk,tang-kouk-0609,0609,8,,
