id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.province,children_count.district,children_count.commune,zip_codes,geo.lat,geo.lon
1701,2,ស្រុក,District,អង្គរជុំ,Angkor Chum,angkor-chum-1701,1701,,17,សៀមរាប,Siem Reap,,,7,,13.6880963,103.6464558
1702,2,ស្រុក,District,អង្គរធំ,Angkor Thum,angkor-thum-1702,1702,,17,សៀមរាប,Siem Reap,,,4,,13.5793769,103.85457242215985
1703,2,ស្រុក,District,បន្ទាយស្រី,Banteay Srei,banteay-srei-1703,1703,,17,សៀមរាប,Siem Reap,,,5,,13.5958699,103.92117104314269
1704,2,ស្រុក,District,ជីក្រែង,Chi Kraeng,chi-kraeng-1704,1704,,17,សៀមរាប,Siem Reap,,,12,,13.1627418,104.32432059828129
1706,2,ស្រុក,District,ក្រឡាញ់,Kralanh,kralanh-1706,1706,,17,សៀមរាប,Siem Reap,,,10,,13.5473871,103.47742125362274
1707,2,ស្រុក,District,ពួក,Puok,puok-1707,1707,,17,សៀមរាប,Siem Reap,,,14,,13.4529277,103.62917029133641
1709,2,ស្រុក,District,ប្រាសាទបាគង,Prasat Bakong,prasat-bakong-1709,1709,,17,សៀមរាប,Siem Reap,,,8,,13.3421471,103.9978446
1710,2,ស្រុក,District,សៀមរាប,Siem Reap,siem-reap-1710,1710,,17,សៀមរាប,Siem Reap,,,12,,13.3617562,103.8590321
1711,2,ស្រុក,District,សូទ្រនិគម,Soutr Nikom,soutr-nikom-1711,1711,,17,សៀមរាប,Siem Reap,,,10,,13.2376056,104.1354139
1712,2,ស្រុក,District,ស្រីស្នំ,Srei Snam,srei-snam-1712,1712,,17,សៀមរាប,Siem Reap,,,6,,13.8323579,103.53640572541116
1713,2,ស្រុក,District,ស្វាយលើ,Svay Leu,svay-leu-1713,1713,,17,សៀមរាប,Siem Reap,,,5,,13.68175535,104.26044219887697
1714,2,ស្រុក,District,វ៉ារិន,Varin,varin-1714,1714,,17,សៀមរាប,Siem Reap,,,5,,13.8239235,103.92390649704802
1715,2,ស្រុក,District,រុនតាឯកតេជោសែន,Run Ta Aek Techo Sen,run-ta-aek-techo-sen-1715,1715,,17,សៀមរាប,Siem Reap,,,2,,,
18,1,ខេត្ត,Province,ព្រះសីហនុ,Preah Sihanouk,preah-sihanouk-18,18,,,,,,6,29,,10.50614075,103.26205644863938
1801,2,ស្រុក,District,ព្រះសីហនុ,Preah Sihanouk,preah-sihanouk-1801,1801,,18,ព្រះសីហនុ,Preah Sihanouk,,,4,,10.6220485,103.5223365
1802,2,ស្រុក,District,ព្រៃនប់,Prey Nob,prey-nob-1802,1802,,18,ព្រះសីហនុ,Preah Sihanouk,,,10,,10.7198067,103.8161797853434
1803,2,ស្រុក,District,ស្ទឹងហាវ,Stueng Hav,stueng-hav-1803,1803,,18,ព្រះសីហនុ,Preah Sihanouk,,,4,,10.7432829,103.6200444
1804,2,ស្រុក,District,កំពង់សីលា,Kampong Seila,kampong-seila-1804,1804,,18,ព្រះសីហនុ,Preah Sihanouk,,,4,,11.16935005,103.96776650807777
1805,2,ស្រុក,District,កោះរ៉ុង,Kaoh Rung,kaoh-rung-1805,1805,,18,ព្រះសីហនុ,Preah Sihanouk,,,2,,,
1806,2,ស្រុក,District,កំពង់សោម,Kampong Soam,kampong-soam-1806,1806,,18,ព្រះសីហនុ,Preah Sihanouk,,,5,,,
19,1,ខេត្ត,Province,ស្ទឹងត្រែង,Stung Treng,stung-treng-19,19,,,,,,6,34,,13.852468,106.0889848986395
1901,2,ស្រុក,District,សេសាន,Sesan,sesan-1901,1901,,19,ស្ទឹងត្រែង,Stung Treng,,,7,,13.5508885,106.093824
1902,2,ស្រុក,District,សៀមបូក,Siem Bouk,siem-bouk-1902,1902,,19,ស្ទឹងត្រែង,Stung Treng,,,7,,13.3612164,105.9594206
1903,2,ស្រុក,District,សៀមប៉ាង,Siem Pang,siem-pang-1903,1903,,19,ស្ទឹងត្រែង,Stung Treng,,,5,,14.1163575,106.3868945
1904,2,ស្រុក,District,ស្ទឹងត្រែង,Stueng Traeng,stueng-traeng-1904,1904,,19,ស្ទឹងត្រែង,Stung Treng,,,4,,13.5271207,105.9686727
1905,2,ស្រុក,District,ថាឡាបរិវ៉ាត់,Thala Barivat,thala-barivat-1905,1905,,19,ស្ទឹងត្រែង,Stung Treng,,,8,,13.5717715,105.941917
1906,2,ស្រុក,District,បុរីអូរស្វាយសែនជ័យ,Borei Ou Svay Senchey,borei-ou-svay-senchey-1906,1906,,19,ស្ទឹងត្រែង,Stung Treng,,,3,,,
20,1,ខេត្ត,Province,ស្វាយរៀង,Svay Rieng,svay-rieng-20,20,,,,,,8,80,,11.1942275,105.7973275083619
2001,2,ស្រុក,District,ចន្ទ្រា,Chantrea,chantrea-2001,2001,,20,ស្វាយរៀង,Svay Rieng,,,6,,10.9949854,106.1174193
2002,2,ស្រុក,District,កំពង់រោទិ៍,Kampong Rou,kampong-rou-2002,2002,,20,ស្វាយរៀង,Svay Rieng,,,11,,10.920359,105.9404897
2003,2,ស្រុក,District,រំដួល,Rumduol,rumduol-2003,2003,,20,ស្វាយរៀង,Svay Rieng,,,10,,11.1593741,105.8184506
2004,2,ស្រុក,District,រមាសហែក,Romeas Haek,romeas-haek-2004,2004,,20,ស្វាយរៀង,Svay Rieng,,,16,,11.41244,105.7908573
2005,2,ស្រុក,District,ស្វាយជ្រំ,Svay Chrum,svay-chrum-2005,2005,,20,ស្វាយរៀង,Svay Rieng,,,16,,11.115479,105.7152969
2006,2,ស្រុក,District,ស្វាយរៀង,Svay Rieng,svay-rieng-2006,2006,,20,ស្វាយរៀង,Svay Rieng,,,7,,11.080095,105.7974874
2007,2,ស្រុក,District,ស្វាយទាប,Svay Teab,svay-teab-2007,2007,,20,ស្វាយរៀង,Svay Rieng,,,9,,11.0488171,105.8806472
2008,2,ស្រុក,District,បាវិត,Bavet,bavet-2008,2008,,20,ស្វាយរៀង,Svay Rieng,,,5,,11.0691272,106.1436226
21,1,ខេត្ត,Province,តាកែវ,Takéo,tako-21,21,,,,,,10,100,,10.93539205,104.78988300047047
2101,2,ស្រុក,District,អង្គរបូរី,Angkor Borei,angkor-borei-2101,2101,,21,តាកែវ,Takéo,,,6,,10.9958363,104.9753308
2102,2,ស្រុក,District,បាទី,Bati,bati-2102,2102,,21,តាកែវ,Takéo,,,15,,11.2407943,104.8119577
2103,2,ស្រុក,District,បូរីជលសារ,Borei Cholsar,borei-cholsar-2103,2103,,21,តាកែវ,Takéo,,,5,,10.8340452,105.0179878
2104,2,ស្រុក,District,គីរីវង់,Kiri Vong,kiri-vong-2104,2104,,21,តាកែវ,Takéo,,,12,,10.6400179,104.8767691
2105,2,ស្រុក,District,កោះអណ្ដែត,Kaoh Andaet,kaoh-andaet-2105,2105,,21,តាកែវ,Takéo,,,6,,10.7965352,104.9482522
2106,2,ស្រុក,District,ព្រៃកប្បាស,Prey Kabbas,prey-kabbas-2106,2106,,21,តាកែវ,Takéo,,,13,,11.1556469,104.9528949
2107,2,ស្រុក,District,សំរោង,Samraong,samraong-2107,2107,,21,តាកែវ,Takéo,,,11,,11.1420911,104.8012079
2108,2,ស្រុក,District,ដូនកែវ,Doun Kaev,doun-kaev-2108,2108,,21,តាកែវ,Takéo,,,3,,10.9875805,104.7830181
2109,2,ស្រុក,District,ត្រាំកក់,Tram Kak,tram-kak-2109,2109,,21,តាកែវ,Takéo,,,15,,11.0065848,104.6649599
2110,2,ស្រុក,District,ទ្រាំង,Treang,treang-2110,2110,,21,តាកែវ,Takéo,,,14,,10.9067461,104.7770461
22,1,ខេត្ត,Province,ឧត្តរមានជ័យ,Oddar Meanchey,oddar-meanchey-22,22,,,,,,5,24,,14.1585631,103.78279595655918
2201,2,ស្រុក,District,អន្លង់វែង,Anlong Veaeng,anlong-veaeng-2201,2201,,22,ឧត្តរមានជ័យ,Oddar Meanchey,,,5,,14.2331742,104.0812013
2202,2,ស្រុក,District,បន្ទាយអំពិល,Banteay Ampil,banteay-ampil-2202,2202,,22,ឧត្តរមានជ័យ,Oddar Meanchey,,,4,,14.2333944,103.1323394
2203,2,ស្រុក,District,ចុងកាល់,Chong Kal,chong-kal-2203,2203,,22,ឧត្តរមានជ័យ,Oddar Meanchey,,,4,,13.9544791,103.5702722
2204,2,ស្រុក,District,សំរោង,Samraong,samraong-2204,2204,,22,ឧត្តរមានជ័យ,Oddar Meanchey,,,5,,14.1758059,103.5092331
2205,2,ស្រុក,District,ត្រពាំងប្រាសាទ,Trapeang Prasat,trapeang-prasat-2205,2205,,22,ឧត្តរមានជ័យ,Oddar Meanchey,,,6,,14.1953083,104.3562242
23,1,ខេត្ត,Province,កែប,Kep,kep-23,23,,,,,,2,5,,10.402153949999999,104.26506181616313
2301,2,ស្រុក,District,ដំណាក់ចង្អើរ,Damnak Chang'aeur,damnak-changaeur-2301,2301,,23,កែប,Kep,,,2,,10.526653,104.36731
2302,2,ស្រុក,District,កែប,Kep,kep-2302,2302,,23,កែប,Kep,,,3,,10.4860396,104.3148207
24,1,ខេត្ត,Province,ប៉ៃលិន,Pailin,pailin-24,24,,,,,,2,8,,12.89053285,102.62946042446026
2401,2,ស្រុក,District,ប៉ៃលិន,Pailin,pailin-2401,2401,,24,ប៉ៃលិន,Pailin,,,4,,12.8551384,102.6051776
2402,2,ស្រុក,District,សាលាក្រៅ,Sala Krau,sala-krau-2402,2402,,24,ប៉ៃលិន,Pailin,,,4,,13.003529050000001,102.66415391806129
25,1,ខេត្ត,Province,ត្បូងឃ្មុំ,Tboung Khmum,tboung-khmum-25,25,,,,,,7,64,,11.950072599999999,105.824571891073
2501,2,ស្រុក,District,តំបែរ,Dambae,dambae-2501,2501,,25,ត្បូងឃ្មុំ,Tboung Khmum,,,7,,12.0178626,105.8900919
2502,2,ស្រុក,District,ក្រូចឆ្មារ,Krouch Chhmar,krouch-chhmar-2502,2502,,25,ត្បូងឃ្មុំ,Tboung Khmum,,,12,,12.2739218,105.6499844
2503,2,ស្រុក,District,មេមត់,Memot,memot-2503,2503,,25,ត្បូងឃ្មុំ,Tboung Khmum,,,14,,11.822536,106.1767776
2504,2,ស្រុក,District,អូររាំងឪ,Ou Reang Ov,ou-reang-ov-2504,2504,,25,ត្បូងឃ្មុំ,Tboung Khmum,,,7,,11.7951086,105.5020062
2505,2,ស្រុក,District,ពញាក្រែក,Ponhea Kraek,ponhea-kraek-2505,2505,,25,ត្បូងឃ្មុំ,Tboung Khmum,,,8,,11.7937455,105.8777537
2506,2,ស្រុក,District,សួង,Suong,suong-2506,2506,,25,ត្បូងឃ្មុំ,Tboung Khmum,,,2,,11.9114877,105.6532755
2507,2,ស្រុក,District,ត្បូងឃ្មុំ,Tboung Khmum,tboung-khmum-2507,2507,,25,ត្បូងឃ្មុំ,Tboung Khmum,,,14,,11.8914565,105.7756828
