id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
2401,ប៉ៃលិន,Pailin,pailin-2401,2401,4,12.8551384,102.6051776
2402,សាលាក្រៅ,Sala Krau,sala-krau-2402,2402,4,13.003529050000001,102.66415391806129
