id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
1701,អង្គរជុំ,Angkor Chum,angkor-chum-1701,1701,7,13.6880963,103.6464558
1702,អង្គរធំ,Angkor Thum,angkor-thum-1702,1702,4,13.5793769,103.85457242215985
1703,បន្ទាយស្រី,Banteay Srei,banteay-srei-1703,1703,5,13.5958699,103.92117104314269
1704,ជីក្រែង,Chi Kraeng,chi-kraeng-1704,1704,12,13.1627418,104.32432059828129
1706,ក្រឡាញ់,Kralanh,kralanh-1706,1706,10,13.5473871,103.47742125362274
1709,ប្រាសាទបាគង,Prasat Bakong,prasat-bakong-1709,1709,8,13.3421471,103.9978446
1707,ពួក,Puok,puok-1707,1707,14,13.4529277,103.62917029133641
1715,រុនតាឯកតេជោសែន,Run Ta Aek Techo Sen,run-ta-aek-techo-sen-1715,1715,2,,
1710,សៀមរាប,Siem Reap,siem-reap-1710,1710,12,13.3617562,103.8590321
1711,សូទ្រនិគម,Soutr Nikom,soutr-nikom-1711,1711,10,13.2376056,104.1354139
1712,ស្រីស្នំ,Srei Snam,srei-snam-1712,1712,6,13.8323579,103.53640572541116
1713,ស្វាយលើ,Svay Leu,svay-leu-1713,1713,5,13.68175535,104.26044219887697
1714,វ៉ារិន,Varin,varin-1714,1714,5,13.8239235,103.92390649704802
