id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
0301,បាធាយ,Batheay,batheay-0301,0301,12,11.9931056,104.9457831
0302,ចំការលើ,Chamkar Leu,chamkar-leu-0302,0302,8,12.3013417,105.2924357
0303,ជើងព្រៃ,Cheung Prey,cheung-prey-0303,0303,10,12.053626,105.0717844
0305,កំពង់ចាម,Kampong Cham,kampong-cham-0305,0305,4,11.9921855,105.4628346
0306,កំពង់សៀម,Kampong Siem,kampong-siem-0306,0306,15,12.0210166,105.4271324
0307,កងមាស,Kang Meas,kang-meas-0307,0307,11,11.9504688,105.2707989
0308,កោះសូទិន,Kaoh Soutin,kaoh-soutin-0308,0308,8,11.8823352,105.4399467
0313,ព្រៃឈរ,Prey Chhor,prey-chhor-0313,0313,15,12.055781,105.2552028
0314,ស្រីសន្ធរ,Srei Santhor,srei-santhor-0314,0314,14,11.8363518,105.0858745
0315,ស្ទឹងត្រង់,Stueng Trang,stueng-trang-0315,0315,12,12.2571813,105.5388356
