id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
0813,អរិយក្សត្រ,Akreiy Ksatr,akreiy-ksatr-0813,0813,11,,
0808,អង្គស្នួល,Angk Snuol,angk-snuol-0808,0808,10,11.5078333,104.7157787
0801,កណ្ដាលស្ទឹង,Kandal Stueng,kandal-stueng-0801,0801,18,11.4110928,104.8330526
0804,កោះធំ,Kaoh Thum,kaoh-thum-0804,0804,6,11.1256716,105.0555595
0803,ខ្សាច់កណ្ដាល,Khsach Kandal,khsach-kandal-0803,0803,12,11.7503523,105.0169623
0802,កៀនស្វាយ,Kien Svay,kien-svay-0802,0802,8,11.5099783,105.0499924
0805,លើកដែក,Leuk Daek,leuk-daek-0805,0805,7,11.1778929,105.2277136
0806,ល្វាឯម,Lvea Aem,lvea-aem-0806,0806,10,11.5430427,105.0485316
0807,មុខកំពូល,Mukh Kampul,mukh-kampul-0807,0807,7,11.72978,104.9664012
0809,ពញាឮ,Ponhea Lueu,ponhea-lueu-0809,0809,11,11.8197347,104.7974776
0810,ស្អាង,S'ang,sang-0810,0810,12,11.3605612,105.0037187
0812,សំពៅពូន,Sampeou Poun,sampeou-poun-0812,0812,5,,
0811,តាខ្មៅ,Ta Khmau,ta-khmau-0811,0811,10,11.4687395,104.9451162
